time_interval,day_of_week,address,latitude,longitude,available_bikes,bike_stands,capacity_ratio
18:30 - 19:00,Wednesday,Jervis Street,53.3483,-6.26665,142,252,0.5634920634920635
18:30 - 19:00,Wednesday,John Street West,53.3431,-6.27717,106,403,0.2630272952853598
18:30 - 19:00,Wednesday,Kevin Street,53.3378,-6.2677,128,480,0.26666666666666666
18:30 - 19:00,Wednesday,Killarney Street,53.3548,-6.24758,115,300,0.38333333333333336
18:30 - 19:00,Wednesday,Kilmainham Gaol,53.3421,-6.31002,230,480,0.4791666666666667
18:30 - 19:00,Wednesday,Kilmainham Lane,53.3418,-6.30509,147,360,0.4083333333333333
18:30 - 19:00,Wednesday,King Street North,53.3503,-6.27351,42,390,0.1076923076923077
18:30 - 19:00,Wednesday,Leinster Street South,53.3422,-6.25449,281,390,0.7205128205128205
18:30 - 19:00,Wednesday,Lime Street,53.346,-6.24358,178,480,0.37083333333333335
18:30 - 19:00,Wednesday,Market Street South,53.3423,-6.28766,152,494,0.3076923076923077
18:30 - 19:00,Wednesday,Mater Hospital,53.36,-6.26483,155,480,0.3229166666666667
18:30 - 19:00,Wednesday,Merrion Square East,53.3394,-6.24655,149,360,0.41388888888888886
18:30 - 19:00,Wednesday,Merrion Square South,53.3386,-6.24861,120,480,0.25
18:30 - 19:00,Wednesday,Merrion Square West,53.3398,-6.25199,190,220,0.8636363636363636
18:30 - 19:00,Wednesday,Molesworth Street,53.3413,-6.25812,178,260,0.6846153846153846
18:30 - 19:00,Wednesday,Mount Brown,53.3416,-6.29719,177,264,0.6704545454545454
18:30 - 19:00,Wednesday,Mount Street Lower,53.338,-6.24153,45,520,0.08653846153846154
18:30 - 19:00,Wednesday,Mountjoy Square East,53.3567,-6.25636,53,480,0.11041666666666666
18:30 - 19:00,Wednesday,Mountjoy Square West,53.3563,-6.25859,229,390,0.5871794871794872
18:30 - 19:00,Wednesday,New Central Bank,53.3471,-6.23475,132,480,0.275
18:30 - 19:00,Wednesday,Newman House,53.3371,-6.26059,123,440,0.27954545454545454
18:30 - 19:00,Wednesday,North Circular Road,53.3596,-6.26035,195,390,0.5
18:30 - 19:00,Wednesday,North Circular Road (O'Connell's),53.3578,-6.25156,250,360,0.6944444444444444
18:30 - 19:00,Wednesday,Oliver Bond Street,53.3439,-6.28053,54,390,0.13846153846153847
18:30 - 19:00,Wednesday,Ormond Quay Upper,53.3461,-6.268,253,348,0.7270114942528736
18:30 - 19:00,Wednesday,Parkgate Street,53.348,-6.2918,145,418,0.34688995215311
18:30 - 19:00,Wednesday,Parnell Square North,53.3535,-6.26531,63,240,0.2625
18:30 - 19:00,Wednesday,Parnell Street,53.3509,-6.26512,82,260,0.3153846153846154
18:30 - 19:00,Wednesday,Pearse Street,53.3443,-6.25043,318,360,0.8833333333333333
18:30 - 19:00,Wednesday,Phibsborough Road,53.3563,-6.27372,138,440,0.31363636363636366
18:30 - 19:00,Wednesday,Portobello Harbour,53.3304,-6.26516,315,360,0.875
18:30 - 19:00,Wednesday,Portobello Road,53.3301,-6.26804,120,360,0.3333333333333333
18:30 - 19:00,Wednesday,Princes Street / O'Connell Street,53.349,-6.26031,217,299,0.725752508361204
18:30 - 19:00,Wednesday,Rathdown Road,53.3589,-6.28034,314,560,0.5607142857142857
18:30 - 19:00,Wednesday,Rothe Abbey,53.3388,-6.30395,203,455,0.4461538461538462
18:30 - 19:00,Wednesday,Royal Hospital,53.3439,-6.29706,136,480,0.2833333333333333
18:30 - 19:00,Wednesday,Sandwith Street,53.3452,-6.24716,170,480,0.3541666666666667
18:30 - 19:00,Wednesday,Sir Patrick's Dun,53.3392,-6.24064,297,520,0.5711538461538461
18:30 - 19:00,Wednesday,Smithfield,53.3477,-6.27821,163,390,0.41794871794871796
18:30 - 19:00,Wednesday,Smithfield North,53.3496,-6.2782,153,390,0.3923076923076923
18:30 - 19:00,Wednesday,South Dock Road,53.3418,-6.23129,123,330,0.37272727272727274
18:30 - 19:00,Wednesday,St James Hospital (Luas),53.3414,-6.29295,28,480,0.058333333333333334
18:30 - 19:00,Wednesday,St. Stephen's Green East,53.3378,-6.25603,168,440,0.38181818181818183
18:30 - 19:00,Wednesday,St. Stephen's Green South,53.3375,-6.26199,92,360,0.25555555555555554
18:30 - 19:00,Wednesday,Talbot Street,53.351,-6.25294,289,440,0.6568181818181819
18:30 - 19:00,Wednesday,The Point,53.3469,-6.23085,30,480,0.0625
18:30 - 19:00,Wednesday,Townsend Street,53.3459,-6.25461,85,220,0.38636363636363635
18:30 - 19:00,Wednesday,Upper Sherrard Street,53.3584,-6.26064,84,390,0.2153846153846154
18:30 - 19:00,Wednesday,Western Way,53.3549,-6.26942,83,440,0.18863636363636363
18:30 - 19:00,Wednesday,Wilton Terrace,53.3324,-6.25272,160,240,0.6666666666666666
18:30 - 19:00,Wednesday,Wilton Terrace (Park),53.3337,-6.24834,3,520,0.0057692307692307696
18:30 - 19:00,Wednesday,Wolfe Tone Street,53.3489,-6.26746,80,319,0.2507836990595611
18:30 - 19:00,Wednesday,York Street East,53.3388,-6.262,232,416,0.5576923076923077
18:30 - 19:00,Wednesday,York Street West,53.3393,-6.2647,139,520,0.2673076923076923
19:00 - 19:30,Friday,Avondale Road,53.3594,-6.27614,72,350,0.2057142857142857
19:00 - 19:30,Friday,Benson Street,53.3442,-6.23345,134,440,0.30454545454545456
19:00 - 19:30,Friday,Blackhall Place,53.3488,-6.28164,93,360,0.25833333333333336
19:00 - 19:30,Friday,Blessington Street,53.3568,-6.26814,49,220,0.22272727272727272
19:00 - 19:30,Friday,Bolton Street,53.3512,-6.26986,73,220,0.33181818181818185
19:00 - 19:30,Friday,Broadstone,53.3547,-6.27231,17,330,0.051515151515151514
19:00 - 19:30,Friday,Brookfield Road,53.339,-6.30022,60,330,0.18181818181818182
19:00 - 19:30,Friday,Buckingham Street Lower,53.3533,-6.24932,79,290,0.27241379310344827
19:00 - 19:30,Friday,Cathal Brugha Street,53.3521,-6.26053,214,220,0.9727272727272728
19:00 - 19:30,Friday,Charlemont Street,53.3307,-6.26018,226,440,0.5136363636363637
19:00 - 19:30,Friday,Charleville Road,53.3592,-6.28187,0,440,0.0
19:00 - 19:30,Friday,Christchurch Place,53.3434,-6.27012,228,240,0.95
19:00 - 19:30,Friday,City Quay,53.3466,-6.24615,92,360,0.25555555555555554
19:00 - 19:30,Friday,Clarendon Row,53.3409,-6.2625,349,372,0.9381720430107527
19:00 - 19:30,Friday,Clonmel Street,53.336,-6.26298,40,330,0.12121212121212122
19:00 - 19:30,Friday,Collins Barracks Museum,53.3475,-6.28525,25,456,0.05482456140350877
19:00 - 19:30,Friday,Convention Centre,53.3474,-6.23852,69,440,0.15681818181818183
19:00 - 19:30,Friday,Custom House,53.3483,-6.25466,243,330,0.7363636363636363
19:00 - 19:30,Friday,Custom House Quay,53.3479,-6.24805,189,300,0.63
19:00 - 19:30,Friday,Dame Street,53.344,-6.2668,174,176,0.9886363636363636
19:00 - 19:30,Friday,Denmark Street Great,53.3556,-6.2614,74,240,0.30833333333333335
19:00 - 19:30,Friday,Deverell Place,53.3515,-6.25527,201,300,0.67
19:00 - 19:30,Friday,Earlsfort Terrace,53.3343,-6.2585,47,360,0.13055555555555556
19:00 - 19:30,Friday,Eccles Street,53.3592,-6.26978,100,220,0.45454545454545453
19:00 - 19:30,Friday,Eccles Street East,53.3581,-6.2656,47,297,0.15824915824915825
19:00 - 19:30,Friday,Emmet Road,53.3407,-6.30819,88,440,0.2
19:00 - 19:30,Friday,Exchequer Street,53.343,-6.26358,310,312,0.9935897435897436
19:00 - 19:30,Friday,Excise Walk,53.3478,-6.24424,207,480,0.43125
19:00 - 19:30,Friday,Fenian Street,53.3414,-6.24672,174,420,0.4142857142857143
19:00 - 19:30,Friday,Fitzwilliam Square East,53.3352,-6.2509,64,440,0.14545454545454545
19:00 - 19:30,Friday,Fitzwilliam Square West,53.3361,-6.25282,88,300,0.29333333333333333
19:00 - 19:30,Friday,Fownes Street Upper,53.3446,-6.26337,320,330,0.9696969696969697
19:00 - 19:30,Friday,Francis Street,53.3421,-6.27523,112,330,0.3393939393939394
19:00 - 19:30,Friday,Frederick Street South,53.3415,-6.25685,249,440,0.5659090909090909
19:00 - 19:30,Friday,George's Lane,53.3502,-6.2797,102,360,0.2833333333333333
19:00 - 19:30,Friday,Georges Quay,53.3475,-6.25219,131,220,0.5954545454545455
19:00 - 19:30,Friday,Golden Lane,53.3408,-6.26773,93,200,0.465
19:00 - 19:30,Friday,Grand Canal Dock,53.3426,-6.2387,65,440,0.14772727272727273
19:00 - 19:30,Friday,Grangegorman Lower (Central),53.3552,-6.27842,134,400,0.335
19:00 - 19:30,Friday,Grangegorman Lower (North),53.356,-6.27838,153,396,0.38636363636363635
19:00 - 19:30,Friday,Grangegorman Lower (South),53.3547,-6.27868,24,440,0.05454545454545454
19:00 - 19:30,Friday,Grantham Street,53.3341,-6.26544,112,330,0.3393939393939394
19:00 - 19:30,Friday,Grattan Street,53.3396,-6.24378,144,253,0.5691699604743083
19:00 - 19:30,Friday,Greek Street,53.3469,-6.27298,55,220,0.25
19:00 - 19:30,Friday,Guild Street,53.3479,-6.24093,205,400,0.5125
19:00 - 19:30,Friday,Hanover Quay,53.3441,-6.23715,111,440,0.25227272727272726
19:00 - 19:30,Friday,Hanover Quay East,53.3437,-6.23175,149,440,0.3386363636363636
19:00 - 19:30,Friday,Harcourt Terrace,53.3328,-6.25794,48,240,0.2
19:00 - 19:30,Friday,Hardwicke Place,53.357,-6.26323,101,250,0.404
19:00 - 19:30,Friday,Hardwicke Street,53.3555,-6.26442,14,160,0.0875
19:00 - 19:30,Friday,Hatch Street,53.334,-6.26071,3,396,0.007575757575757576
19:00 - 19:30,Friday,Herbert Place,53.3344,-6.24557,186,360,0.5166666666666667
19:00 - 19:30,Friday,Herbert Street,53.3357,-6.24551,30,440,0.06818181818181818
19:00 - 19:30,Friday,Heuston Bridge (North),53.3478,-6.29243,326,400,0.815
19:00 - 19:30,Friday,Heuston Bridge (South),53.3471,-6.29204,260,275,0.9454545454545454
19:00 - 19:30,Friday,Heuston Station (Car Park),53.347,-6.2978,37,440,0.08409090909090909
19:00 - 19:30,Friday,Heuston Station (Central),53.3466,-6.29692,204,440,0.4636363636363636
19:00 - 19:30,Friday,High Street,53.3436,-6.27507,17,348,0.04885057471264368
19:00 - 19:30,Friday,James Street,53.3435,-6.28741,107,440,0.2431818181818182
19:00 - 19:30,Friday,James Street East,53.3366,-6.24811,87,300,0.29
19:00 - 19:30,Friday,Jervis Street,53.3483,-6.26665,62,210,0.29523809523809524
19:00 - 19:30,Friday,John Street West,53.3431,-6.27717,52,372,0.13978494623655913
19:00 - 19:30,Friday,Kevin Street,53.3378,-6.2677,68,440,0.15454545454545454
19:00 - 19:30,Friday,Killarney Street,53.3548,-6.24758,245,360,0.6805555555555556
19:00 - 19:30,Friday,Kilmainham Gaol,53.3421,-6.31002,178,440,0.40454545454545454
19:00 - 19:30,Friday,Kilmainham Lane,53.3418,-6.30509,60,360,0.16666666666666666
19:00 - 19:30,Friday,King Street North,53.3503,-6.27351,42,300,0.14
19:00 - 19:30,Friday,Leinster Street South,53.3422,-6.25449,226,360,0.6277777777777778
19:00 - 19:30,Friday,Lime Street,53.346,-6.24358,101,440,0.22954545454545455
19:00 - 19:30,Friday,Market Street South,53.3423,-6.28766,12,418,0.028708133971291867
19:00 - 19:30,Friday,Mater Hospital,53.36,-6.26483,75,360,0.20833333333333334
19:00 - 19:30,Friday,Merrion Square East,53.3394,-6.24655,255,330,0.7727272727272727
19:00 - 19:30,Friday,Merrion Square South,53.3386,-6.24861,304,480,0.6333333333333333
19:00 - 19:30,Friday,Merrion Square West,53.3398,-6.25199,180,200,0.9
19:00 - 19:30,Friday,Molesworth Street,53.3413,-6.25812,180,220,0.8181818181818182
19:00 - 19:30,Friday,Mount Brown,53.3416,-6.29719,27,220,0.12272727272727273
19:00 - 19:30,Friday,Mount Street Lower,53.338,-6.24153,129,480,0.26875
19:00 - 19:30,Friday,Mountjoy Square East,53.3567,-6.25636,16,440,0.03636363636363636
19:00 - 19:30,Friday,Mountjoy Square West,53.3563,-6.25859,59,270,0.21851851851851853
19:00 - 19:30,Friday,New Central Bank,53.3471,-6.23475,108,440,0.24545454545454545
19:00 - 19:30,Friday,Newman House,53.3371,-6.26059,125,480,0.2604166666666667
19:00 - 19:30,Friday,North Circular Road,53.3596,-6.26035,135,300,0.45
19:00 - 19:30,Friday,North Circular Road (O'Connell's),53.3578,-6.25156,192,300,0.64
19:00 - 19:30,Friday,Oliver Bond Street,53.3439,-6.28053,67,300,0.22333333333333333
19:00 - 19:30,Friday,Ormond Quay Upper,53.3461,-6.268,272,319,0.8526645768025078
19:00 - 19:30,Friday,Parkgate Street,53.348,-6.2918,92,418,0.22009569377990432
19:00 - 19:30,Friday,Parnell Square North,53.3535,-6.26531,7,240,0.029166666666666667
19:00 - 19:30,Friday,Parnell Street,53.3509,-6.26512,84,240,0.35
19:00 - 19:30,Friday,Pearse Street,53.3443,-6.25043,219,300,0.73
19:00 - 19:30,Friday,Phibsborough Road,53.3563,-6.27372,268,480,0.5583333333333333
19:00 - 19:30,Friday,Portobello Harbour,53.3304,-6.26516,156,300,0.52
19:00 - 19:30,Friday,Portobello Road,53.3301,-6.26804,75,300,0.25
19:00 - 19:30,Friday,Princes Street / O'Connell Street,53.349,-6.26031,193,230,0.8391304347826087
19:00 - 19:30,Friday,Rathdown Road,53.3589,-6.28034,80,440,0.18181818181818182
19:00 - 19:30,Friday,Rothe Abbey,53.3388,-6.30395,32,315,0.10158730158730159
19:00 - 19:30,Friday,Royal Hospital,53.3439,-6.29706,164,480,0.3416666666666667
19:00 - 19:30,Friday,Sandwith Street,53.3452,-6.24716,344,440,0.7818181818181819
19:00 - 19:30,Friday,Sir Patrick's Dun,53.3392,-6.24064,260,440,0.5909090909090909
19:00 - 19:30,Friday,Smithfield,53.3477,-6.27821,42,360,0.11666666666666667
19:00 - 19:30,Friday,Smithfield North,53.3496,-6.2782,57,330,0.17272727272727273
19:00 - 19:30,Friday,South Dock Road,53.3418,-6.23129,190,330,0.5757575757575758
19:00 - 19:30,Friday,St James Hospital (Luas),53.3414,-6.29295,74,440,0.16818181818181818
19:00 - 19:30,Friday,St. Stephen's Green East,53.3378,-6.25603,328,440,0.7454545454545455
19:00 - 19:30,Friday,St. Stephen's Green South,53.3375,-6.26199,3,330,0.00909090909090909
19:00 - 19:30,Friday,Talbot Street,53.351,-6.25294,242,400,0.605
19:00 - 19:30,Friday,The Point,53.3469,-6.23085,117,480,0.24375
19:00 - 19:30,Friday,Townsend Street,53.3459,-6.25461,234,260,0.9
19:00 - 19:30,Friday,Upper Sherrard Street,53.3584,-6.26064,31,270,0.11481481481481481
19:00 - 19:30,Friday,Western Way,53.3549,-6.26942,81,440,0.18409090909090908
19:00 - 19:30,Friday,Wilton Terrace,53.3324,-6.25272,154,260,0.5923076923076923
19:00 - 19:30,Friday,Wilton Terrace (Park),53.3337,-6.24834,139,480,0.28958333333333336
19:00 - 19:30,Friday,Wolfe Tone Street,53.3489,-6.26746,143,319,0.4482758620689655
19:00 - 19:30,Friday,York Street East,53.3388,-6.262,205,352,0.5823863636363636
19:00 - 19:30,Friday,York Street West,53.3393,-6.2647,173,440,0.3931818181818182
19:00 - 19:30,Monday,Avondale Road,53.3594,-6.27614,229,385,0.5948051948051948
19:00 - 19:30,Monday,Benson Street,53.3442,-6.23345,69,480,0.14375
19:00 - 19:30,Monday,Blackhall Place,53.3488,-6.28164,46,360,0.12777777777777777
19:00 - 19:30,Monday,Blessington Street,53.3568,-6.26814,68,260,0.26153846153846155
19:00 - 19:30,Monday,Bolton Street,53.3512,-6.26986,32,260,0.12307692307692308
19:00 - 19:30,Monday,Broadstone,53.3547,-6.27231,30,360,0.08333333333333333
19:00 - 19:30,Monday,Brookfield Road,53.339,-6.30022,146,360,0.40555555555555556
19:00 - 19:30,Monday,Buckingham Street Lower,53.3533,-6.24932,287,348,0.8247126436781609
19:00 - 19:30,Monday,Cathal Brugha Street,53.3521,-6.26053,122,260,0.46923076923076923
19:00 - 19:30,Monday,Charlemont Street,53.3307,-6.26018,355,480,0.7395833333333334
19:00 - 19:30,Monday,Charleville Road,53.3592,-6.28187,229,440,0.5204545454545455
19:00 - 19:30,Monday,Christchurch Place,53.3434,-6.27012,68,240,0.2833333333333333
19:00 - 19:30,Monday,City Quay,53.3466,-6.24615,167,330,0.5060606060606061
19:00 - 19:30,Monday,Clarendon Row,53.3409,-6.2625,310,372,0.8333333333333334
19:00 - 19:30,Monday,Clonmel Street,53.336,-6.26298,5,396,0.012626262626262626
19:00 - 19:30,Monday,Collins Barracks Museum,53.3475,-6.28525,85,456,0.18640350877192982
19:00 - 19:30,Monday,Convention Centre,53.3474,-6.23852,54,480,0.1125
19:00 - 19:30,Monday,Custom House,53.3483,-6.25466,280,390,0.717948717948718
19:00 - 19:30,Monday,Custom House Quay,53.3479,-6.24805,191,420,0.45476190476190476
19:00 - 19:30,Monday,Dame Street,53.344,-6.2668,147,208,0.7067307692307693
19:00 - 19:30,Monday,Denmark Street Great,53.3556,-6.2614,120,260,0.46153846153846156
19:00 - 19:30,Monday,Deverell Place,53.3515,-6.25527,196,300,0.6533333333333333
19:00 - 19:30,Monday,Earlsfort Terrace,53.3343,-6.2585,31,390,0.07948717948717948
19:00 - 19:30,Monday,Eccles Street,53.3592,-6.26978,48,220,0.21818181818181817
19:00 - 19:30,Monday,Eccles Street East,53.3581,-6.2656,40,297,0.13468013468013468
19:00 - 19:30,Monday,Emmet Road,53.3407,-6.30819,121,480,0.2520833333333333
19:00 - 19:30,Monday,Exchequer Street,53.343,-6.26358,239,288,0.8298611111111112
19:00 - 19:30,Monday,Excise Walk,53.3478,-6.24424,150,440,0.3409090909090909
19:00 - 19:30,Monday,Fenian Street,53.3414,-6.24672,302,420,0.719047619047619
19:00 - 19:30,Monday,Fitzwilliam Square East,53.3352,-6.2509,0,480,0.0
19:00 - 19:30,Monday,Fitzwilliam Square West,53.3361,-6.25282,7,360,0.019444444444444445
19:00 - 19:30,Monday,Fownes Street Upper,53.3446,-6.26337,377,390,0.9666666666666667
19:00 - 19:30,Monday,Francis Street,53.3421,-6.27523,54,390,0.13846153846153847
19:00 - 19:30,Monday,Frederick Street South,53.3415,-6.25685,337,440,0.7659090909090909
19:00 - 19:30,Monday,George's Lane,53.3502,-6.2797,161,600,0.2683333333333333
19:00 - 19:30,Monday,Georges Quay,53.3475,-6.25219,204,240,0.85
19:00 - 19:30,Monday,Golden Lane,53.3408,-6.26773,40,240,0.16666666666666666
19:00 - 19:30,Monday,Grand Canal Dock,53.3426,-6.2387,131,480,0.27291666666666664
19:00 - 19:30,Monday,Grangegorman Lower (Central),53.3552,-6.27842,50,480,0.10416666666666667
19:00 - 19:30,Monday,Grangegorman Lower (North),53.356,-6.27838,16,468,0.03418803418803419
19:00 - 19:30,Monday,Grangegorman Lower (South),53.3547,-6.27868,0,480,0.0
19:00 - 19:30,Monday,Grantham Street,53.3341,-6.26544,72,390,0.18461538461538463
19:00 - 19:30,Monday,Grattan Street,53.3396,-6.24378,214,253,0.8458498023715415
19:00 - 19:30,Monday,Greek Street,53.3469,-6.27298,72,240,0.3
19:00 - 19:30,Monday,Guild Street,53.3479,-6.24093,240,400,0.6
19:00 - 19:30,Monday,Hanover Quay,53.3441,-6.23715,182,480,0.37916666666666665
19:00 - 19:30,Monday,Hanover Quay East,53.3437,-6.23175,256,560,0.45714285714285713
19:00 - 19:30,Monday,Harcourt Terrace,53.3328,-6.25794,8,140,0.05714285714285714
19:00 - 19:30,Monday,Hardwicke Place,53.357,-6.26323,3,325,0.009230769230769232
19:00 - 19:30,Monday,Hardwicke Street,53.3555,-6.26442,53,192,0.2760416666666667
19:00 - 19:30,Monday,Hatch Street,53.334,-6.26071,2,468,0.004273504273504274
19:00 - 19:30,Monday,Herbert Place,53.3344,-6.24557,9,390,0.023076923076923078
19:00 - 19:30,Monday,Herbert Street,53.3357,-6.24551,10,520,0.019230769230769232
19:00 - 19:30,Monday,Heuston Bridge (North),53.3478,-6.29243,392,520,0.7538461538461538
19:00 - 19:30,Monday,Heuston Bridge (South),53.3471,-6.29204,172,225,0.7644444444444445
19:00 - 19:30,Monday,Heuston Station (Car Park),53.347,-6.2978,90,480,0.1875
19:00 - 19:30,Monday,Heuston Station (Central),53.3466,-6.29692,342,480,0.7125
19:00 - 19:30,Monday,High Street,53.3436,-6.27507,31,319,0.09717868338557993
19:00 - 19:30,Monday,James Street,53.3435,-6.28741,139,520,0.2673076923076923
19:00 - 19:30,Monday,James Street East,53.3366,-6.24811,79,390,0.20256410256410257
19:00 - 19:30,Monday,Jervis Street,53.3483,-6.26665,116,252,0.4603174603174603
19:00 - 19:30,Monday,John Street West,53.3431,-6.27717,50,341,0.1466275659824047
19:00 - 19:30,Monday,Kevin Street,53.3378,-6.2677,110,480,0.22916666666666666
19:00 - 19:30,Monday,Killarney Street,53.3548,-6.24758,130,360,0.3611111111111111
19:00 - 19:30,Monday,Kilmainham Gaol,53.3421,-6.31002,231,440,0.525
19:00 - 19:30,Monday,Kilmainham Lane,53.3418,-6.30509,87,390,0.2230769230769231
19:00 - 19:30,Monday,King Street North,53.3503,-6.27351,132,390,0.3384615384615385
19:00 - 19:30,Monday,Leinster Street South,53.3422,-6.25449,308,360,0.8555555555555555
19:00 - 19:30,Monday,Lime Street,53.346,-6.24358,226,480,0.4708333333333333
19:00 - 19:30,Monday,Market Street South,53.3423,-6.28766,98,418,0.23444976076555024
19:00 - 19:30,Monday,Mater Hospital,53.36,-6.26483,21,520,0.04038461538461539
19:00 - 19:30,Monday,Merrion Square East,53.3394,-6.24655,264,390,0.676923076923077
19:00 - 19:30,Monday,Merrion Square South,53.3386,-6.24861,354,480,0.7375
19:00 - 19:30,Monday,Merrion Square West,53.3398,-6.25199,234,240,0.975
19:00 - 19:30,Monday,Molesworth Street,53.3413,-6.25812,114,260,0.43846153846153846
19:00 - 19:30,Monday,Mount Brown,53.3416,-6.29719,47,264,0.17803030303030304
19:00 - 19:30,Monday,Mount Street Lower,53.338,-6.24153,111,440,0.25227272727272726
19:00 - 19:30,Monday,Mountjoy Square East,53.3567,-6.25636,126,520,0.2423076923076923
19:00 - 19:30,Monday,Mountjoy Square West,53.3563,-6.25859,195,390,0.5
19:00 - 19:30,Monday,New Central Bank,53.3471,-6.23475,66,520,0.12692307692307692
19:00 - 19:30,Monday,Newman House,53.3371,-6.26059,51,480,0.10625
19:00 - 19:30,Monday,North Circular Road,53.3596,-6.26035,134,420,0.319047619047619
19:00 - 19:30,Monday,North Circular Road (O'Connell's),53.3578,-6.25156,296,360,0.8222222222222222
19:00 - 19:30,Monday,Oliver Bond Street,53.3439,-6.28053,153,360,0.425
19:00 - 19:30,Monday,Ormond Quay Upper,53.3461,-6.268,163,348,0.46839080459770116
19:00 - 19:30,Monday,Parkgate Street,53.348,-6.2918,162,418,0.3875598086124402
19:00 - 19:30,Monday,Parnell Square North,53.3535,-6.26531,15,240,0.0625
19:00 - 19:30,Monday,Parnell Street,53.3509,-6.26512,157,220,0.7136363636363636
19:00 - 19:30,Monday,Pearse Street,53.3443,-6.25043,276,360,0.7666666666666667
19:00 - 19:30,Monday,Phibsborough Road,53.3563,-6.27372,93,480,0.19375
19:00 - 19:30,Monday,Portobello Harbour,53.3304,-6.26516,308,360,0.8555555555555555
19:00 - 19:30,Monday,Portobello Road,53.3301,-6.26804,156,360,0.43333333333333335
19:00 - 19:30,Monday,Princes Street / O'Connell Street,53.349,-6.26031,207,253,0.8181818181818182
19:00 - 19:30,Monday,Rathdown Road,53.3589,-6.28034,221,480,0.46041666666666664
19:00 - 19:30,Monday,Rothe Abbey,53.3388,-6.30395,272,490,0.5551020408163265
19:00 - 19:30,Monday,Royal Hospital,53.3439,-6.29706,63,480,0.13125
19:00 - 19:30,Monday,Sandwith Street,53.3452,-6.24716,406,480,0.8458333333333333
19:00 - 19:30,Monday,Sir Patrick's Dun,53.3392,-6.24064,200,520,0.38461538461538464
19:00 - 19:30,Monday,Smithfield,53.3477,-6.27821,49,330,0.1484848484848485
19:00 - 19:30,Monday,Smithfield North,53.3496,-6.2782,179,390,0.45897435897435895
19:00 - 19:30,Monday,South Dock Road,53.3418,-6.23129,219,390,0.5615384615384615
19:00 - 19:30,Monday,St James Hospital (Luas),53.3414,-6.29295,126,480,0.2625
19:00 - 19:30,Monday,St. Stephen's Green East,53.3378,-6.25603,153,480,0.31875
19:00 - 19:30,Monday,St. Stephen's Green South,53.3375,-6.26199,31,360,0.08611111111111111
19:00 - 19:30,Monday,Talbot Street,53.351,-6.25294,284,520,0.5461538461538461
19:00 - 19:30,Monday,The Point,53.3469,-6.23085,66,520,0.12692307692307692
19:00 - 19:30,Monday,Townsend Street,53.3459,-6.25461,227,260,0.8730769230769231
19:00 - 19:30,Monday,Upper Sherrard Street,53.3584,-6.26064,80,330,0.24242424242424243
19:00 - 19:30,Monday,Western Way,53.3549,-6.26942,238,480,0.49583333333333335
19:00 - 19:30,Monday,Wilton Terrace,53.3324,-6.25272,13,240,0.05416666666666667
19:00 - 19:30,Monday,Wilton Terrace (Park),53.3337,-6.24834,9,480,0.01875
19:00 - 19:30,Monday,Wolfe Tone Street,53.3489,-6.26746,176,377,0.46684350132625996
19:00 - 19:30,Monday,York Street East,53.3388,-6.262,155,384,0.4036458333333333
19:00 - 19:30,Monday,York Street West,53.3393,-6.2647,172,480,0.35833333333333334
19:00 - 19:30,Saturday,Avondale Road,53.3594,-6.27614,28,385,0.07272727272727272
19:00 - 19:30,Saturday,Benson Street,53.3442,-6.23345,103,440,0.2340909090909091
19:00 - 19:30,Saturday,Blackhall Place,53.3488,-6.28164,90,390,0.23076923076923078
19:00 - 19:30,Saturday,Blessington Street,53.3568,-6.26814,18,240,0.075
19:00 - 19:30,Saturday,Bolton Street,53.3512,-6.26986,60,260,0.23076923076923078
19:00 - 19:30,Saturday,Broadstone,53.3547,-6.27231,26,360,0.07222222222222222
19:00 - 19:30,Saturday,Brookfield Road,53.339,-6.30022,67,390,0.1717948717948718
19:00 - 19:30,Saturday,Buckingham Street Lower,53.3533,-6.24932,193,377,0.5119363395225465
19:00 - 19:30,Saturday,Cathal Brugha Street,53.3521,-6.26053,160,220,0.7272727272727273
19:00 - 19:30,Saturday,Charlemont Street,53.3307,-6.26018,38,440,0.08636363636363636
19:00 - 19:30,Saturday,Charleville Road,53.3592,-6.28187,5,520,0.009615384615384616
19:00 - 19:30,Saturday,Christchurch Place,53.3434,-6.27012,186,220,0.8454545454545455
19:00 - 19:30,Saturday,City Quay,53.3466,-6.24615,142,390,0.3641025641025641
19:00 - 19:30,Saturday,Clarendon Row,53.3409,-6.2625,293,403,0.7270471464019851
19:00 - 19:30,Saturday,Clonmel Street,53.336,-6.26298,65,429,0.15151515151515152
19:00 - 19:30,Saturday,Collins Barracks Museum,53.3475,-6.28525,0,456,0.0
19:00 - 19:30,Saturday,Convention Centre,53.3474,-6.23852,140,480,0.2916666666666667
19:00 - 19:30,Saturday,Custom House,53.3483,-6.25466,340,360,0.9444444444444444
19:00 - 19:30,Saturday,Custom House Quay,53.3479,-6.24805,188,330,0.5696969696969697
19:00 - 19:30,Saturday,Dame Street,53.344,-6.2668,183,192,0.953125
19:00 - 19:30,Saturday,Denmark Street Great,53.3556,-6.2614,6,240,0.025
19:00 - 19:30,Saturday,Deverell Place,53.3515,-6.25527,247,360,0.6861111111111111
19:00 - 19:30,Saturday,Earlsfort Terrace,53.3343,-6.2585,66,360,0.18333333333333332
19:00 - 19:30,Saturday,Eccles Street,53.3592,-6.26978,6,240,0.025
